id,english,twi,source
678,There are many earthquakes in Japan.,,verified_data
679,Don't get the wrong idea.,,verified_data
680,Don't worry. I'll never leave you.,,verified_data
681,I must translate the sentences.,,verified_data
682,That chimney is very high.,,verified_data
683,She gave him a big smile.,,verified_data
684,The provisions ran out after a short time.,,verified_data
685,What makes you think that isn't true?,,verified_data
686,We aren't doing anything.,,verified_data
687,The work must be done by Kwame.,,verified_data
688,I swim almost every day in the summer.,,verified_data
689,I'm on my way to meet Kwame at the station right now.,,verified_data
690,Try and stay alert.,,verified_data
691,There is no place like home.,,verified_data
692,Shoes are stiff when they are new.,,verified_data
693,Let's eat in this evening.,,verified_data
694,Kwame ironed his clothes.,,verified_data
695,I fail to understand his true aim.,,verified_data
696,It was a wild goose chase.,,verified_data
697,It took me a long time to fall asleep.,,verified_data
698,Jonas Salk developed the polio vaccine in 1952.,,verified_data
699,Kwame got off the elevator.,,verified_data
700,They put a coat of paint on the chair.,,verified_data
701,"The Japanese word ""tatoeba"" means ""for example.""",,verified_data
702,Who is this girl?,,verified_data
703,Will you have a Christmas party at your home?,,verified_data
704,She thinks about him all the time.,,verified_data
705,We want to go to Boston and Chicago.,,verified_data
706,The game drew a good crowd.,,verified_data
707,It's thanks to his father that he owns this hotel.,,verified_data
708,What time will you leave?,,verified_data
709,Don't lose your temper.,,verified_data
710,She fainted when she heard the terrible news.,,verified_data
711,A big earthquake occurred in Tokyo.,,verified_data
712,We managed to swim across the river.,,verified_data
713,He deprived my little sister of all her toys.,,verified_data
714,Kwame told Abena everything he knew about what had happened.,,verified_data
715,I ran out of ideas.,,verified_data
716,I know you blame me for Kwame's death.,,verified_data
717,Do as you please.,,verified_data
718,It's an excellent method to relieve stress.,,verified_data
719,I can't show you.,,verified_data
720,Did you see what I did?,,verified_data
721,My hands are chapped.,,verified_data
722,Germany is in the middle of Europe.,,verified_data
723,Kwame didn't like the idea of Abena going out with John.,,verified_data
724,Damacus is located in Syria.,,verified_data
725,We're up early.,,verified_data
726,I simply don't know.,,verified_data
727,What would you like for supper?,,verified_data
728,I'll finish it in two or three minutes.,,verified_data
729,Kwame tried to convince everyone that he was innocent.,,verified_data
730,Nobody ever came to see me in the hospital.,,verified_data
731,Leave me alone or I'm going to call security.,,verified_data
732,I hadn't intended to work at this company this long.,,verified_data
733,It's not important.,,verified_data
734,Kwame was sound asleep when Abena walked into the room.,,verified_data
735,Kwame put down his fork and pushed his chair back.,,verified_data
736,Prawns don't agree with me.,,verified_data
737,"Hello, it's me. Could you come pick me up at the station?",,verified_data
738,It would be great if you could join us for dinner.,,verified_data
739,He was absent from school.,,verified_data
740,You can use my bicycle.,,verified_data
741,What has he done today?,,verified_data
742,He is in trouble.,,verified_data
743,It's a cloudy day.,,verified_data
744,A thousand yen will do.,,verified_data
745,What is your favorite classic rock song?,,verified_data
746,I awoke to find myself lying on the floor.,,verified_data
747,Such a ridiculous superstition no longer exists.,,verified_data
748,That's the worst thing you can do!,,verified_data
749,"Pass the salt, please.",,verified_data
750,He's a junior employee.,,verified_data
751,You haven't been listening.,,verified_data
752,She has a very high-pitched voice.,,verified_data
753,Kwame has been in Boston for a week.,,verified_data
754,I'd like to sit further back.,,verified_data
755,Do you think that eating breakfast every day is important?,,verified_data
756,This photo isn't hers. It's ours.,,verified_data
757,He gets a good salary.,,verified_data
758,He stuck the broken pieces together.,,verified_data
759,We had a really good time.,,verified_data
760,Which is mine?,,verified_data
761,I'd like a vodka and tonic.,,verified_data
762,I can't figure out what the writer is trying to say.,,verified_data
763,"I could have killed you, but I didn't.",,verified_data
764,The river is deep here.,,verified_data
765,I want to live here.,,verified_data
766,I want a family.,,verified_data
767,It was careless of you to forget your homework.,,verified_data
768,Don't be so sensitive.,,verified_data
769,All children do not like apples.,,verified_data
770,Put on your clothes.,,verified_data
771,She got up and left in the middle of our conversation.,,verified_data
772,My best friend is in Rome now.,,verified_data
773,Spiders scare me.,,verified_data
774,We have only one chance.,,verified_data
775,Do you like this garden?,,verified_data
776,I have yet to hear that story.,,verified_data
777,Was I talking to you?,,verified_data
778,Both Kwame and Abena thanked John.,,verified_data
779,An apple a day keeps the doctor away.,,verified_data
780,Does this mean what I think it means?,,verified_data
781,I think you'd better go on a diet.,,verified_data
782,We'll be fine.,,verified_data
783,The light turned red.,,verified_data
784,Kwame climbed down from the roof.,,verified_data
785,She has achieved her goals.,,verified_data
786,Kwame sat down on one of the stools.,,verified_data
787,She skimmed through the register to see if her name was in it.,,verified_data
788,Business is so slow these days.,,verified_data
789,I'll do the best I can.,,verified_data
790,Kwame denied he was involved in the murder.,,verified_data
791,I'll be seventeen next year.,,verified_data
792,Let's see what happens.,,verified_data
793,Kwame's arm had to be amputated.,,verified_data
794,This isn't funny.,,verified_data
795,"The tickets are 1,000 yen each.",,verified_data
796,I found the book at that bookstore by chance.,,verified_data
797,Don't let this codebook fall into enemy hands.,,verified_data
798,He's learning French so he can get a better salary.,,verified_data
799,I am like my mother.,,verified_data
800,My aunt looks young.,,verified_data
801,Nothing special happened.,,verified_data
802,I don't think anyone has told Kwame yet.,,verified_data
803,Kwame wants to understand the meaning of life.,,verified_data
804,Kwame tried to make both ends meet.,,verified_data
805,It took him several weeks to recover from the shock.,,verified_data
806,Were you with anyone?,,verified_data
807,That always helps.,,verified_data
808,Kwame knows what to say to make Abena forgive him.,,verified_data
809,Kwame isn't thrilled.,,verified_data
810,She is in need of help.,,verified_data
811,Do you want me to do anything?,,verified_data
812,Are you coming?,,verified_data
813,Is eating liver good for you?,,verified_data
814,This isn't possible without Kwame's help.,,verified_data
815,I believed that he would keep his promise.,,verified_data
816,He has helped the poor throughout his life.,,verified_data
817,I should have tried out this electric razor before buying it.,,verified_data
818,She got the money from him.,,verified_data
819,This must stop.,,verified_data
820,She has brown eyes.,,verified_data
821,I want to forget her.,,verified_data
822,I'm tired and I want to go home.,,verified_data
823,I hope we meet again someday soon.,,verified_data
824,Kwame did everything he could.,,verified_data
825,Kwame and I are very good friends.,,verified_data
826,I decided to tell her that I love her.,,verified_data
827,Did you know that some foxes lived on this mountain?,,verified_data
828,Do you know anything about training dogs?,,verified_data
829,Kwame Jackson is actually not the manager.,,verified_data
830,He is an unpleasant fellow.,,verified_data
831,I've done everything you asked me to.,,verified_data
832,Don't let the cat out.,,verified_data
833,She will come back before long.,,verified_data
834,It takes one to know one.,,verified_data
